type	journal	pubmed
Journal Article	The lancet. HIV	28919303
Journal Article	The Lancet. Respiratory medicine	28919201
Journal Article	The Lancet. Respiratory medicine	28919200
Journal Article	The Lancet. Respiratory medicine	28919199
Journal Article	The Lancet. Respiratory medicine	28919198
Journal Article	The lancet. Gastroenterology &amp; hepatology	28919127
Journal Article	The lancet. Gastroenterology &amp; hepatology	28919126
Journal Article	Lancet (London, England)	28919120
Journal Article	Lancet (London, England)	28919119
Journal Article	Lancet (London, England)	28919118
Journal Article	Lancet (London, England)	28919117
Journal Article	Lancet (London, England)	28919116
Journal Article	Lancet (London, England)	28919115
Journal Article	The Lancet. Haematology	28919087
Journal Article	The Lancet. Haematology	28919085
Journal Article	The Lancet. Oncology	28919084
Journal Article	The Lancet. Oncology	28919083
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28919065
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28919064
Journal Article	The lancet. Diabetes &amp; endocrinology	28919063
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28919062
Journal Article	The lancet. Diabetes &amp; endocrinology	28919061
Journal Article	The lancet. Diabetes &amp; endocrinology	28919060
Journal Article	The Lancet. Neurology	28919059
Journal Article	The Lancet. Oncology	28919012
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28919011
Journal Article	The lancet. HIV	28918878
Journal Article	The lancet. HIV	28918877
Journal Article	The Medical journal of Australia	28918739
Journal Article	The Medical journal of Australia	28918738
Journal Article	The Medical journal of Australia	28918737
Journal Article	The Medical journal of Australia	28918736
Journal Article	The Medical journal of Australia	28918735
Journal Article	The Medical journal of Australia	28918733
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Medical journal of Australia	28918732
Journal Article	The Medical journal of Australia	28918731
Journal Article	The Medical journal of Australia	28918730
Journal Article	The Medical journal of Australia	28918729
Journal Article	The Medical journal of Australia	28918728
Journal Article	The Medical journal of Australia	28918727
Journal Article	The Medical journal of Australia	28918726
Journal Article	The Medical journal of Australia	28918725
Journal Article	The Medical journal of Australia	28918724
Journal Article	The Medical journal of Australia	28918723
Journal Article	The Medical journal of Australia	28918722
Journal Article	The Medical journal of Australia	28918720
Journal Article	The Medical journal of Australia	28918719
Journal Article	BMJ open	28918415
Journal Article	BMJ open	28918414
Journal Article	BMJ open	28918413
Journal Article	BMJ open	28918412
Journal Article	BMJ open	28918411
Journal Article	BMJ open	28918410
Journal Article	BMJ open	28918409
Journal Article	BMJ open	28918408
Journal Article	BMJ open	28918407
Journal Article	Lancet (London, England)	28917959
c("Journal Article", "Review")	Lancet (London, England)	28917958
Journal Article	Lancet (London, England)	28917957
Journal Article	The Lancet. Haematology	28917657
Journal Article	The Lancet. Haematology	28917656
Journal Article	The lancet. Diabetes &amp; endocrinology	28917545
Journal Article	The lancet. Diabetes &amp; endocrinology	28917544
Journal Article	The lancet. Diabetes &amp; endocrinology	28917543
Journal Article	The lancet. Diabetes &amp; endocrinology	28917542
Journal Article	The Lancet. Infectious diseases	28916444
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28916443
Journal Article	The Lancet. Neurology	28916420
Journal Article	Lancet (London, England)	28916371
Journal Article	Lancet (London, England)	28916370
Journal Article	Lancet (London, England)	28916369
Journal Article	Lancet (London, England)	28916368
Journal Article	Lancet (London, England)	28916367
Journal Article	Lancet (London, England)	28916366
Journal Article	The Lancet. Haematology	28916312
Journal Article	The Lancet. Haematology	28916311
Journal Article	BMJ open	28912195
Journal Article	BMJ open	28912194
Journal Article	BMJ open	28912193
Journal Article	BMJ open	28912192
Journal Article	BMJ open	28912191
Journal Article	BMJ (Clinical research ed.)	28912171
Journal Article	BMJ (Clinical research ed.)	28912127
Journal Article	Lancet (London, England)	28911921
c("Journal Article", "Review")	Lancet (London, England)	28911920
Journal Article	Lancet (London, England)	28911919
Journal Article	Lancet (London, England)	28911918
Journal Article	Lancet (London, England)	28911917
Journal Article	Lancet (London, England)	28911916
c("Journal Article", "Meta-Analysis", "Review")	The Lancet. Global health	28911765
Journal Article	The Lancet. Global health	28911764
Journal Article	The Lancet. Global health	28911763
Journal Article	The Lancet. Global health	28911759
Journal Article	The Lancet. Global health	28911758
Journal Article	The Lancet. Global health	28911757
Journal Article	The Lancet. Global health	28911756
Journal Article	The Lancet. Global health	28911755
Journal Article	The Lancet. Global health	28911754
Journal Article	The Lancet. Global health	28911753
Journal Article	The Lancet. Global health	28911752
c("Evaluation Studies", "Journal Article")	The Lancet. Global health	28911750
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Global health	28911749
Journal Article	JAMA	28910454
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28910237
Journal Article	BMJ open	28903969
Journal Article	BMJ open	28903968
Journal Article	BMJ (Clinical research ed.)	28903935
Journal Article	BMJ (Clinical research ed.)	28903929
Journal Article	BMJ (Clinical research ed.)	28903927
Journal Article	BMJ (Clinical research ed.)	28903925
Journal Article	BMJ (Clinical research ed.)	28903924
c("Journal Article", "Meta-Analysis", "Review")	BMJ (Clinical research ed.)	28903922
Journal Article	BMJ (Clinical research ed.)	28903920
Journal Article	BMJ (Clinical research ed.)	28903916
Journal Article	Lancet (London, England)	28903864
Journal Article	Lancet (London, England)	28903863
Journal Article	JAMA	28903154
Journal Article	The New England journal of medicine	28902597
c("Evaluation Studies", "Journal Article", "Multicenter Study")	The New England journal of medicine	28902596
Journal Article	The New England journal of medicine	28902595
Journal Article	The New England journal of medicine	28902594
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28902593
c("Journal Article", "Review")	The New England journal of medicine	28902591
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28902590
Journal Article	The New England journal of medicine	28902587
Journal Article	The New England journal of medicine	28902582
Journal Article	The New England journal of medicine	28902581
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28902580
Journal Article	The New England journal of medicine	28902574
Journal Article	The New England journal of medicine	28902570
Journal Article	The lancet. Psychiatry	28901942
Journal Article	The lancet. Psychiatry	28901941
Journal Article	The lancet. Psychiatry	28901940
Journal Article	The lancet. Psychiatry	28901939
Journal Article	The lancet. Psychiatry	28901938
c("Journal Article", "Review")	Lancet (London, England)	28901937
c("Journal Article", "Review")	Lancet (London, England)	28901936
Journal Article	Lancet (London, England)	28901935
Journal Article	Lancet (London, England)	28901929
Journal Article	Lancet (London, England)	28901928
Journal Article	Lancet (London, England)	28901926
Journal Article	Lancet (London, England)	28901925
Journal Article	Lancet (London, England)	28901924
Journal Article	BMJ (Clinical research ed.)	28899947
Journal Article	BMJ (Clinical research ed.)	28899905
Journal Article	BMJ open	28899892
Journal Article	BMJ open	28899891
Journal Article	BMJ open	28899890
Journal Article	BMJ open	28899889
Journal Article	BMJ open	28899888
Journal Article	BMJ open	28899887
Journal Article	BMJ (Clinical research ed.)	28899849
Journal Article	The Medical journal of Australia	28899337
Journal Article	The Medical journal of Australia	28899336
Journal Article	The Medical journal of Australia	28899335
Journal Article	The Medical journal of Australia	28899334
Journal Article	The Medical journal of Australia	28899333
Journal Article	The Medical journal of Australia	28899332
Journal Article	The Medical journal of Australia	28899331
c("Journal Article", "Review")	The Medical journal of Australia	28899330
Journal Article	The Medical journal of Australia	28899329
Journal Article	The Medical journal of Australia	28899328
Journal Article	The Medical journal of Australia	28899327
Journal Article	The Medical journal of Australia	28899326
Journal Article	The Medical journal of Australia	28899325
Journal Article	The Medical journal of Australia	28899324
Journal Article	The Medical journal of Australia	28899323
Journal Article	The Medical journal of Australia	28899322
Journal Article	The Medical journal of Australia	28899321
Journal Article	The Medical journal of Australia	28899320
Journal Article	The Medical journal of Australia	28899319
Journal Article	The Medical journal of Australia	28899318
Journal Article	The Medical journal of Australia	28899316
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28899222
Journal Article	JAMA	28898385
Journal Article	JAMA	28898384
Journal Article	JAMA	28898382
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28898379
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28898378
Journal Article	JAMA	28898377
Journal Article	JAMA	28898370
Journal Article	JAMA	28898368
Journal Article	JAMA	28898366
Journal Article	JAMA	28898362
Journal Article	Environmental health perspectives	28895873
c("Journal Article", "Review")	The lancet. Gastroenterology &amp; hepatology	28895551
Journal Article	The lancet. Gastroenterology &amp; hepatology	28895550
Journal Article	The lancet. Gastroenterology &amp; hepatology	28895549
Journal Article	The lancet. Gastroenterology &amp; hepatology	28895548
Journal Article	The lancet. Gastroenterology &amp; hepatology	28895547
Journal Article	The lancet. Gastroenterology &amp; hepatology	28895544
Journal Article	BMJ open	28893759
Journal Article	BMJ open	28893758
Journal Article	BMJ open	28893757
Journal Article	BMJ open	28893756
Journal Article	BMJ open	28893755
Journal Article	BMJ open	28893754
Journal Article	BMJ open	28893753
Journal Article	BMJ open	28893752
Journal Article	BMJ open	28893751
Journal Article	BMJ open	28893750
Journal Article	BMJ open	28893749
Journal Article	BMJ open	28893748
Journal Article	BMJ open	28893747
Journal Article	BMJ open	28893746
Journal Article	BMJ open	28893745
Journal Article	BMJ open	28893744
Journal Article	BMJ open	28893743
Journal Article	BMJ open	28893742
Journal Article	BMJ open	28893741
Journal Article	BMJ open	28893735
Journal Article	Environmental health perspectives	28893723
Journal Article	Environmental health perspectives	28893722
Journal Article	Environmental health perspectives	28893721
Journal Article	Environmental health perspectives	28893720
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28893134
Journal Article	JAMA	28892814
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28892457
Journal Article	JAMA	28892118
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28891423
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28891408
Journal Article	The Lancet. Planetary health	28890948
Journal Article	The lancet. Psychiatry	28890322
Journal Article	The lancet. Psychiatry	28890321
Journal Article	The Lancet. Oncology	28890298
Journal Article	The Lancet. Oncology	28890297
Journal Article	The Lancet. Oncology	28890296
Journal Article	The Lancet. Oncology	28890295
Journal Article	Lancet (London, England)	28890159
Journal Article	Lancet (London, England)	28890158
Journal Article	Lancet (London, England)	28890157
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28889792
Journal Article	The lancet. Psychiatry	28888927
Journal Article	The lancet. Psychiatry	28888926
Journal Article	The lancet. Gastroenterology &amp; hepatology	28888858
Journal Article	The Lancet. Respiratory medicine	28888349
Journal Article	Lancet (London, England)	28888329
Journal Article	The Lancet. Respiratory medicine	28887015
Journal Article	Lancet (London, England)	28886907
Journal Article	Lancet (London, England)	28886906
Journal Article	Environmental health perspectives	28886606
Journal Article	Environmental health perspectives	28886605
Journal Article	Environmental health perspectives	28886604
c("Journal Article", "Review")	Environmental health perspectives	28886603
Journal Article	Environmental health perspectives	28886602
Journal Article	Environmental health perspectives	28886601
Journal Article	Environmental health perspectives	28886600
Journal Article	Environmental health perspectives	28886599
Journal Article	Environmental health perspectives	28886598
Journal Article	Environmental health perspectives	28886597
c("Journal Article", "Meta-Analysis", "Review")	Environmental health perspectives	28886596
Journal Article	Environmental health perspectives	28886595
Journal Article	Environmental health perspectives	28886594
Journal Article	Environmental health perspectives	28886593
c("Journal Article", "Review")	Environmental health perspectives	28886592
Journal Article	Environmental health perspectives	28885979
Journal Article	Environmental health perspectives	28885978
Journal Article	Environmental health perspectives	28885977
Journal Article	Environmental health perspectives	28885976
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28885881
Journal Article	JAMA	28885641
Journal Article	JAMA	28885639
Journal Article	The Lancet. Oncology	28884704
c("Journal Article", "Review")	The Lancet. Oncology	28884703
c("Journal Article", "Review")	The Lancet. Oncology	28884702
c("Journal Article", "Review")	The Lancet. Oncology	28884701
Journal Article	The Lancet. Oncology	28884690
Journal Article	The Lancet. Oncology	28884689
Journal Article	The Lancet. Oncology	28884688
Journal Article	The Lancet. Oncology	28884687
Journal Article	BMJ (Clinical research ed.)	28882983
Journal Article	BMJ (Clinical research ed.)	28882982
Journal Article	BMJ open	28882928
Journal Article	BMJ open	28882927
Journal Article	BMJ open	28882926
Journal Article	BMJ open	28882925
Journal Article	BMJ open	28882924
Journal Article	BMJ open	28882923
Journal Article	BMJ open	28882922
Journal Article	BMJ open	28882921
Journal Article	BMJ open	28882920
Journal Article	BMJ open	28882919
Journal Article	BMJ open	28882918
Journal Article	BMJ open	28882917
Journal Article	BMJ open	28882916
Journal Article	BMJ open	28882915
Journal Article	BMJ open	28882914
Journal Article	BMJ open	28882913
Journal Article	BMJ open	28882912
Journal Article	BMJ open	28882911
Journal Article	BMJ open	28882910
Journal Article	BMJ open	28882909
Journal Article	BMJ open	28882908
Journal Article	BMJ open	28882907
Journal Article	BMJ open	28882906
Journal Article	BMJ open	28882905
Journal Article	BMJ (Clinical research ed.)	28882845
Journal Article	BMJ (Clinical research ed.)	28882838
Journal Article	BMJ (Clinical research ed.)	28882831
Journal Article	BMJ (Clinical research ed.)	28882817
Journal Article	BMJ (Clinical research ed.)	28882816
Journal Article	The lancet. Psychiatry	28882707
Journal Article	The lancet. Psychiatry	28882706
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28882536
Journal Article	The Lancet. Oncology	28882535
c("Journal Article", "Review")	Lancet (London, England)	28882382
Journal Article	JAMA	28880990
Journal Article	JAMA	28880975
Journal Article	BMJ open	28877952
Journal Article	BMJ open	28877951
Journal Article	BMJ open	28877950
Journal Article	BMJ open	28877949
Journal Article	BMJ open	28877948
Journal Article	BMJ open	28877947
Journal Article	BMJ open	28877946
Journal Article	BMJ open	28877945
Journal Article	BMJ open	28877944
Journal Article	BMJ open	28877943
Journal Article	BMJ open	28877942
Journal Article	BMJ open	28877941
Journal Article	BMJ open	28877940
Journal Article	BMJ open	28877939
Journal Article	BMJ (Clinical research ed.)	28877907
Journal Article	BMJ (Clinical research ed.)	28877906
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28877905
Journal Article	BMJ (Clinical research ed.)	28877904
Journal Article	BMJ (Clinical research ed.)	28877901
Journal Article	BMJ (Clinical research ed.)	28877898
Journal Article	BMJ (Clinical research ed.)	28877874
Journal Article	Lancet (London, England)	28877852
Journal Article	The New England journal of medicine	28877031
Journal Article	The New England journal of medicine	28877028
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28877027
Journal Article	The New England journal of medicine	28877026
Journal Article	The New England journal of medicine	28877025
Journal Article	The New England journal of medicine	28877023
c("Journal Article", "Review")	The New England journal of medicine	28877019
Journal Article	The New England journal of medicine	28877017
c("Journal Article", "Review")	The New England journal of medicine	28877014
Journal Article	The New England journal of medicine	28877013
Journal Article	The New England journal of medicine	28877012
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28877011
Journal Article	BMJ (Clinical research ed.)	28874366
Journal Article	BMJ (Clinical research ed.)	28874365
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28874362
Journal Article	BMJ (Clinical research ed.)	28874360
Journal Article	BMJ (Clinical research ed.)	28874355
Journal Article	BMJ (Clinical research ed.)	28874353
Journal Article	BMJ (Clinical research ed.)	28874352
Journal Article	BMJ (Clinical research ed.)	28874351
Journal Article	BMJ (Clinical research ed.)	28874347
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28874346
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28874344
Journal Article	BMJ (Clinical research ed.)	28874343
Journal Article	BMJ (Clinical research ed.)	28874342
Journal Article	BMJ (Clinical research ed.)	28874340
Journal Article	BMJ (Clinical research ed.)	28874338
Journal Article	The New England journal of medicine	28874074
c("Journal Article", "Review")	JAMA	28873167
Journal Article	JAMA	28873165
Journal Article	JAMA	28873162
c("Journal Article", "Randomized Controlled Trial")	JAMA	28873161
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28873160
Journal Article	JAMA	28873152
Journal Article	JAMA	28873150
Journal Article	JAMA	28873149
Journal Article	JAMA	28873147
Journal Article	JAMA	28873146
Journal Article	JAMA	28873145
Journal Article	JAMA	28873141
c("Journal Article", "Review")	Lancet (London, England)	28872031
c("Journal Article", "Review")	Lancet (London, England)	28872030
Journal Article	Lancet (London, England)	28872022
Journal Article	Lancet (London, England)	28872021
Journal Article	Lancet (London, England)	28872020
Journal Article	Lancet (London, England)	28872019
Journal Article	Lancet (London, England)	28872018
Journal Article	Lancet (London, England)	28872014
Journal Article	BMJ (Clinical research ed.)	28871038
Journal Article	BMJ open	28871029
Journal Article	BMJ open	28871028
Journal Article	BMJ open	28871027
Journal Article	BMJ open	28871026
Journal Article	BMJ open	28871025
Journal Article	BMJ open	28871024
Journal Article	BMJ open	28871023
Journal Article	BMJ open	28871022
Journal Article	BMJ open	28871021
Journal Article	BMJ open	28871020
Journal Article	BMJ open	28871019
Journal Article	BMJ open	28871018
Journal Article	BMJ open	28871017
Journal Article	BMJ open	28871016
Journal Article	BMJ open	28871015
Journal Article	BMJ open	28871014
Journal Article	BMJ open	28871013
Journal Article	BMJ open	28871012
Journal Article	BMJ open	28871011
Journal Article	BMJ open	28871010
Journal Article	BMJ open	28871009
Journal Article	BMJ open	28871008
Journal Article	BMJ open	28871007
Journal Article	BMJ (Clinical research ed.)	28870886
Journal Article	Lancet (London, England)	28870717
Journal Article	Lancet (London, England)	28870716
Journal Article	Lancet (London, England)	28870715
Journal Article	Lancet (London, England)	28870714
Journal Article	The Lancet. Respiratory medicine	28870698
Journal Article	The Lancet. Oncology	28870616
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28870615
Journal Article	The Lancet. Oncology	28870614
Journal Article	The Lancet. Oncology	28870613
Journal Article	The Lancet. Oncology	28870612
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28870611
Journal Article	The Lancet. Oncology	28870610
Journal Article	Lancet (London, England)	28867499
Journal Article	Lancet (London, England)	28867498
Journal Article	Lancet (London, England)	28867497
Journal Article	The lancet. Gastroenterology &amp; hepatology	28867477
Journal Article	The Lancet. Global health	28867402
Journal Article	The Lancet. Global health	28867401
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28867311
Journal Article	The lancet. HIV	28867268
Journal Article	The lancet. HIV	28867267
c("Journal Article", "Review")	The Lancet. Respiratory medicine	28865676
Journal Article	The lancet. HIV	28865609
Journal Article	BMJ open	28864709
Journal Article	BMJ open	28864708
Journal Article	BMJ open	28864707
Journal Article	BMJ open	28864706
Journal Article	BMJ open	28864705
Journal Article	BMJ open	28864704
Journal Article	BMJ open	28864703
Journal Article	BMJ open	28864702
Journal Article	BMJ open	28864701
Journal Article	BMJ open	28864700
Journal Article	BMJ open	28864699
Journal Article	BMJ open	28864698
Journal Article	BMJ open	28864697
Journal Article	BMJ open	28864696
Journal Article	BMJ open	28864695
Journal Article	BMJ open	28864694
Journal Article	BMJ open	28864693
Journal Article	BMJ open	28864692
Journal Article	BMJ open	28864691
Journal Article	BMJ open	28864690
Journal Article	BMJ open	28864689
Journal Article	BMJ open	28864688
Journal Article	BMJ open	28864687
Journal Article	BMJ open	28864686
Journal Article	BMJ open	28864685
Journal Article	BMJ open	28864684
Journal Article	BMJ open	28864488
Journal Article	BMJ open	28864487
Journal Article	BMJ open	28864486
Journal Article	BMJ open	28864485
Journal Article	BMJ open	28864484
Journal Article	BMJ open	28864483
Journal Article	Lancet (London, England)	28864333
Journal Article	Lancet (London, England)	28864332
Journal Article	Lancet (London, England)	28864331
Journal Article	Lancet (London, England)	28864330
Journal Article	The lancet. Diabetes &amp; endocrinology	28864144
Journal Article	The lancet. Diabetes &amp; endocrinology	28864143
Journal Article	The Lancet. Respiratory medicine	28864057
Journal Article	The Lancet. Respiratory medicine	28864056
Journal Article	The Lancet. Infectious diseases	28864030
Journal Article	The Lancet. Infectious diseases	28864029
Journal Article	The Lancet. Infectious diseases	28864028
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28864027
Journal Article	The lancet. Gastroenterology &amp; hepatology	28863986
Journal Article	The Lancet. Haematology	28863804
Journal Article	The Lancet. Haematology	28863803
Journal Article	The Lancet. Haematology	28863799
Journal Article	The Lancet. Haematology	28863798
Journal Article	The Lancet. Haematology	28863797
Journal Article	BMJ (Clinical research ed.)	28860310
Journal Article	BMJ open	28860230
Journal Article	BMJ open	28860229
Journal Article	BMJ open	28860228
Journal Article	BMJ open	28860227
Journal Article	BMJ open	28860226
Journal Article	BMJ open	28860225
Journal Article	BMJ (Clinical research ed.)	28860182
Journal Article	BMJ (Clinical research ed.)	28860141
Journal Article	BMJ (Clinical research ed.)	28860138
Journal Article	BMJ (Clinical research ed.)	28860129
Journal Article	BMJ (Clinical research ed.)	28860110
Journal Article	BMJ (Clinical research ed.)	28860109
Journal Article	Lancet (London, England)	28859948
Journal Article	Lancet (London, England)	28859947
Journal Article	Lancet (London, England)	28859946
Journal Article	Lancet (London, England)	28859945
Journal Article	Lancet (London, England)	28859944
Journal Article	Lancet (London, England)	28859943
Journal Article	Lancet (London, England)	28859942
Journal Article	Lancet (London, England)	28859941
Journal Article	JAMA	28859200
Journal Article	Environmental health perspectives	28858831
Journal Article	Environmental health perspectives	28858830
c("Journal Article", "Review")	Environmental health perspectives	28858829
Journal Article	Environmental health perspectives	28858828
Journal Article	Environmental health perspectives	28858827
Journal Article	Environmental health perspectives	28858826
Journal Article	Environmental health perspectives	28858824
Journal Article	BMJ open	28855202
Journal Article	BMJ open	28855201
Journal Article	BMJ open	28855200
Journal Article	BMJ open	28855199
Journal Article	BMJ (Clinical research ed.)	28855160
Journal Article	BMJ (Clinical research ed.)	28855159
Journal Article	Lancet (London, England)	28855079
Journal Article	Lancet (London, England)	28855078
Journal Article	Lancet (London, England)	28855077
Journal Article	Lancet (London, England)	28855076
Journal Article	JAMA	28854304
Journal Article	The New England journal of medicine	28854096
c("Journal Article", "Review")	The New England journal of medicine	28854095
Journal Article	The New England journal of medicine	28854094
Journal Article	The New England journal of medicine	28854093
Journal Article	The New England journal of medicine	28854090
Journal Article	The New England journal of medicine	28854089
c("Journal Article", "Review")	The New England journal of medicine	28854088
c("Journal Article", "Randomized Controlled Trial")	The New England journal of medicine	28854085
Journal Article	The New England journal of medicine	28854084
Journal Article	The New England journal of medicine	28854083
Journal Article	The lancet. Psychiatry	28853414
Journal Article	The lancet. Psychiatry	28853412
Journal Article	The lancet. Psychiatry	28853404
Journal Article	The lancet. Psychiatry	28853403
Journal Article	The lancet. Psychiatry	28853401
Journal Article	The Lancet. Respiratory medicine	28853399
Journal Article	The Lancet. Respiratory medicine	28853398
Journal Article	The Lancet. Respiratory medicine	28853397
Journal Article	The Lancet. Respiratory medicine	28853396
Journal Article	BMJ open	28851803
Journal Article	BMJ open	28851802
Journal Article	BMJ open	28851801
Journal Article	BMJ open	28851800
Journal Article	BMJ open	28851799
Journal Article	BMJ open	28851798
Journal Article	BMJ open	28851797
Journal Article	BMJ open	28851796
Journal Article	BMJ open	28851795
Journal Article	BMJ open	28851794
Journal Article	BMJ open	28851793
Journal Article	BMJ open	28851792
Journal Article	BMJ open	28851791
Journal Article	BMJ open	28851790
Journal Article	BMJ open	28851789
Journal Article	BMJ open	28851788
Journal Article	BMJ open	28851787
Journal Article	BMJ open	28851786
Journal Article	BMJ open	28851785
Journal Article	BMJ open	28851784
Journal Article	BMJ open	28851783
Journal Article	BMJ open	28851782
Journal Article	BMJ open	28851781
Journal Article	BMJ open	28851780
Journal Article	BMJ open	28851779
Journal Article	BMJ open	28851778
Journal Article	BMJ open	28851777
Journal Article	BMJ open	28851776
Journal Article	BMJ open	28851775
Journal Article	BMJ open	28851774
Journal Article	BMJ open	28851773
Journal Article	BMJ open	28851772
Journal Article	BMJ open	28851771
Journal Article	BMJ open	28851770
Journal Article	BMJ open	28851769
Journal Article	BMJ open	28851768
Journal Article	BMJ open	28851767
Journal Article	BMJ open	28851766
Journal Article	BMJ (Clinical research ed.)	28851765
Journal Article	BMJ (Clinical research ed.)	28851701
Journal Article	BMJ (Clinical research ed.)	28851697
Journal Article	BMJ (Clinical research ed.)	28851686
Journal Article	BMJ (Clinical research ed.)	28851685
Journal Article	BMJ (Clinical research ed.)	28851682
Journal Article	Lancet (London, England)	28851504
Journal Article	Lancet (London, England)	28850035
Journal Article	BMJ open	28847768
Journal Article	The Lancet. Infectious diseases	28847637
Journal Article	The Lancet. Infectious diseases	28847636
Journal Article	Lancet (London, England)	28847612
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28847479
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28847206
Journal Article	JAMA	28846118
Journal Article	The Lancet. Infectious diseases	28845800
Journal Article	The Lancet. Infectious diseases	28845797
Journal Article	The Lancet. Infectious diseases	28845796
Journal Article	The Lancet. Infectious diseases	28845795
Journal Article	The Lancet. Infectious diseases	28845789
Journal Article	The Lancet. Infectious diseases	28845788
Journal Article	The Lancet. Infectious diseases	28845786
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28845751
Journal Article	BMJ open	28844987
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28844889
Journal Article	The Lancet. Oncology	28844818
Journal Article	The Lancet. Oncology	28844817
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28844816
Journal Article	The Lancet. Oncology	28844815
c("Journal Article", "Review")	The lancet. Gastroenterology &amp; hepatology	28844808
c("Journal Article", "Review")	The Lancet. Infectious diseases	28844634
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28844499
Journal Article	The Lancet. Oncology	28844498
Journal Article	Lancet (London, England)	28844475
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28844201
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28844200
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28844193
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28844192
Journal Article	The lancet. HIV	28843988
Journal Article	The lancet. HIV	28843987
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28843768
Journal Article	The Lancet. Oncology	28843767
Journal Article	The Lancet. Infectious diseases	28843579
Journal Article	The Lancet. Infectious diseases	28843578
Journal Article	The Lancet. Infectious diseases	28843577
c("Journal Article", "Meta-Analysis", "Review")	The Lancet. Infectious diseases	28843576
Journal Article	BMJ (Clinical research ed.)	28842473
Journal Article	The lancet. Diabetes &amp; endocrinology	28842157
Journal Article	BMJ (Clinical research ed.)	28838959
Journal Article	BMJ open	28838905
Journal Article	BMJ open	28838904
Journal Article	BMJ open	28838903
Journal Article	BMJ open	28838902
Journal Article	BMJ open	28838901
Journal Article	BMJ open	28838900
Journal Article	BMJ open	28838899
Journal Article	BMJ open	28838898
Journal Article	BMJ open	28838897
Journal Article	BMJ open	28838896
Journal Article	BMJ open	28838895
Journal Article	BMJ open	28838894
Journal Article	BMJ open	28838893
Journal Article	BMJ open	28838892
Journal Article	BMJ open	28838891
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28838862
Journal Article	The Lancet. Oncology	28838861
Journal Article	The lancet. Diabetes &amp; endocrinology	28838683
Journal Article	The lancet. Diabetes &amp; endocrinology	28838682
Journal Article	The lancet. Gastroenterology &amp; hepatology	28838644
Journal Article	The Lancet. Infectious diseases	28838639
Journal Article	The Lancet. Infectious diseases	28838638
Journal Article	JAMA	28837722
Journal Article	JAMA	28837717
